id,serie_bac,note_maths,note_sciences,note_langues,note_eco,matieres_preferees,competences,interets,environnement,metiers_vises,filiere
syn-00122,A2,2,2,3,5,Histoire-Geographie|Sport|Langues etrangeres,Redaction / communication|Electronique / bricolage technique|Organisation / gestion de projet|Creativite / design,Tourisme / hotellerie|Art / design / audiovisuel,Bureau,Entrepreneur / independant|Recherche / enseignement,TEH
syn-00123,A1,2,2,4,3,Langues etrangeres|Francais / Litterature|Histoire-Geographie,Electronique / bricolage technique|Redaction / communication|Organisation / gestion de projet,Art / design / audiovisuel|Droit / justice,Laboratoire,Commerce / relation client,DTJA
syn-00124,S,4,5,3,2,Mathematiques|Economie / Gestion,Analyse de donnees / logique|Vente / negociation|Travail en equipe|Organisation / gestion de projet,Finance / comptabilite|Entrepreneuriat / business|Technologie / informatique,Atelier / usine,Commerce / relation client,ISAIA
syn-00125,S,2,3,5,4,Economie / Gestion|Arts,Creativite / design|Vente / negociation|Redaction / communication|Travail en equipe,Communication / medias|Droit / justice|Technologie / informatique|BTP / construction,Bureau,Technique / ingenierie,CAA
syn-00126,D,4,3,3,1,Arts|Sport,Creativite / design|Electronique / bricolage technique|Redaction / communication|Programmation,Finance / comptabilite|Communication / medias,Mixte,Technique / ingenierie|Recherche / enseignement,ESIIA
syn-00127,S,4,3,2,3,SVT|Informatique / Technologie|Economie / Gestion,Electronique / bricolage technique|Organisation / gestion de projet|Analyse de donnees / logique,Finance / comptabilite|Technologie / informatique|Agriculture / environnement,Bureau,Entrepreneur / independant|Technique / ingenierie,ISAIA
syn-00128,C,4,3,3,3,Informatique / Technologie|SVT,Electronique / bricolage technique|Programmation|Creativite / design|Organisation / gestion de projet,Entrepreneuriat / business|Technologie / informatique|Finance / comptabilite,Mixte,Recherche / enseignement,IGGLIA
syn-00129,A2,1,2,4,3,Langues etrangeres|Francais / Litterature|Mathematiques,Redaction / communication|Vente / negociation|Analyse de donnees / logique|Travail en equipe,Finance / comptabilite|Communication / medias|Sciences|BTP / construction,Terrain / exterieur,Commerce / relation client,CAA
syn-00130,Technique industrielle,2,3,4,2,Histoire-Geographie|Informatique / Technologie,Electronique / bricolage technique|Redaction / communication|Analyse de donnees / logique,Tourisme / hotellerie|BTP / construction,Terrain / exterieur,Technique / ingenierie,TEE
syn-00131,A2,2,2,3,3,Histoire-Geographie|Francais / Litterature|Langues etrangeres,Vente / negociation|Redaction / communication,Droit / justice|Finance / comptabilite|Tourisme / hotellerie|Art / design / audiovisuel,Atelier / usine,Entrepreneur / independant|Creation / design,DTJA
syn-00132,D,3,4,1,3,Arts|Francais / Litterature,Electronique / bricolage technique|Organisation / gestion de projet,Communication / medias|Art / design / audiovisuel|Droit / justice|Agriculture / environnement,Terrain / exterieur,Recherche / enseignement|Gestion / management,AEE
syn-00133,S,4,2,3,3,Langues etrangeres|Informatique / Technologie,Vente / negociation|Redaction / communication,Technologie / informatique|Communication / medias|Tourisme / hotellerie,Bureau,Commerce / relation client|Recherche / enseignement,TEH
syn-00134,D,3,5,2,3,Physique-Chimie|Francais / Litterature,Electronique / bricolage technique|Redaction / communication|Organisation / gestion de projet,Sciences|Droit / justice,Bureau,Recherche / enseignement,PIP
syn-00135,S,4,4,2,4,Physique-Chimie|Histoire-Geographie,Analyse de donnees / logique|Programmation|Electronique / bricolage technique|Organisation / gestion de projet,Agriculture / environnement|BTP / construction,Terrain / exterieur,Entrepreneur / independant,ESIIA
syn-00136,C,3,4,3,3,Francais / Litterature|Informatique / Technologie,Analyse de donnees / logique|Redaction / communication,Communication / medias|Tourisme / hotellerie,Terrain / exterieur,Recherche / enseignement,TEH
syn-00137,L,3,2,3,1,Langues etrangeres|Physique-Chimie,Redaction / communication|Analyse de donnees / logique|Electronique / bricolage technique,BTP / construction|Sciences|Entrepreneuriat / business|Tourisme / hotellerie,Mixte,Commerce / relation client,TEE
syn-00138,C,4,5,4,4,Mathematiques|Physique-Chimie,Redaction / communication|Programmation|Electronique / bricolage technique|Travail en equipe,Entrepreneuriat / business|Sciences|Sante / social,Mixte,Creation / design|Entrepreneur / independant,ICMP
syn-00139,C,4,5,5,3,Histoire-Geographie|Informatique / Technologie,Analyse de donnees / logique|Vente / negociation,Technologie / informatique|Art / design / audiovisuel|Communication / medias,Mixte,Creation / design|Commerce / relation client,IGGLIA
syn-00140,S,2,5,3,3,Francais / Litterature|Mathematiques,Redaction / communication|Travail en equipe|Vente / negociation,Communication / medias|Finance / comptabilite|Tourisme / hotellerie|Sciences,Mixte,Creation / design,ICMP
syn-00141,A1,3,2,3,3,Sport|Informatique / Technologie,Electronique / bricolage technique|Creativite / design|Travail en equipe,Entrepreneuriat / business|Sciences,Atelier / usine,Entrepreneur / independant,CAA
syn-00142,Technique industrielle,2,4,1,4,Francais / Litterature|SVT|Mathematiques,Analyse de donnees / logique|Redaction / communication|Electronique / bricolage technique|Vente / negociation,Sciences|Finance / comptabilite,Bureau,Commerce / relation client|Technique / ingenierie,CAA
syn-00143,S,4,4,4,4,Arts|Francais / Litterature|Economie / Gestion,Organisation / gestion de projet|Analyse de donnees / logique|Travail en equipe,Entrepreneuriat / business|Communication / medias|Agriculture / environnement|Tourisme / hotellerie,Laboratoire,Entrepreneur / independant|Creation / design,CAA
syn-00144,A2,2,3,3,3,Histoire-Geographie|Arts|Francais / Litterature,Redaction / communication|Creativite / design,Art / design / audiovisuel|Sante / social|Agriculture / environnement,Mixte,Gestion / management,DTJA
syn-00145,C,4,2,3,2,Physique-Chimie|Mathematiques|SVT,Programmation|Travail en equipe|Analyse de donnees / logique|Redaction / communication,BTP / construction|Sciences|Finance / comptabilite,Terrain / exterieur,Creation / design|Recherche / enseignement,ISAIA
syn-00146,D,3,3,4,4,Francais / Litterature|Sport,Travail en equipe|Programmation,Sante / social|Sciences|Agriculture / environnement,Bureau,Recherche / enseignement|Gestion / management,DTJA
syn-00147,S,5,4,2,3,SVT|Physique-Chimie,Vente / negociation|Electronique / bricolage technique,Agriculture / environnement|Entrepreneuriat / business|Sciences|Art / design / audiovisuel,Bureau,Entrepreneur / independant|Recherche / enseignement,PIP
syn-00148,A1,2,1,4,3,Langues etrangeres|Francais / Litterature,Redaction / communication|Organisation / gestion de projet|Vente / negociation,Communication / medias|Sante / social|Finance / comptabilite|Droit / justice,Mixte,Technique / ingenierie,DTJA
syn-00149,C,4,4,4,3,Economie / Gestion|Physique-Chimie|Informatique / Technologie,Vente / negociation|Programmation|Organisation / gestion de projet,Technologie / informatique|Sante / social,Bureau,Gestion / management,IGGLIA
syn-00150,A2,1,2,3,2,Francais / Litterature|Arts,Vente / negociation|Organisation / gestion de projet|Programmation,Art / design / audiovisuel|Technologie / informatique|Entrepreneuriat / business|Communication / medias,Mixte,Technique / ingenierie,CAA
syn-00151,D,4,5,1,2,Informatique / Technologie|Histoire-Geographie|SVT,Creativite / design|Analyse de donnees / logique|Programmation|Travail en equipe,Sante / social|Art / design / audiovisuel|Agriculture / environnement,Mixte,Commerce / relation client|Creation / design,IMTICIA
syn-00152,S,4,3,4,3,Economie / Gestion|Sport,Travail en equipe|Organisation / gestion de projet|Vente / negociation,Entrepreneuriat / business|Technologie / informatique|Finance / comptabilite|Art / design / audiovisuel,Terrain / exterieur,Gestion / management,EMP
syn-00153,A2,1,4,3,2,Economie / Gestion|Sport,Organisation / gestion de projet|Travail en equipe|Creativite / design,BTP / construction|Entrepreneuriat / business,Atelier / usine,Commerce / relation client,CAA
syn-00154,A1,2,2,3,3,Physique-Chimie|Mathematiques,Electronique / bricolage technique|Analyse de donnees / logique|Redaction / communication|Creativite / design,BTP / construction|Sciences|Entrepreneuriat / business,Laboratoire,Creation / design|Commerce / relation client,CAA
syn-00155,Technique agricole,2,3,3,4,Histoire-Geographie|Sport|Informatique / Technologie,Organisation / gestion de projet|Travail en equipe,Sciences|Communication / medias,Mixte,Technique / ingenierie,CAA
syn-00156,Technique genie civil,5,3,3,3,Histoire-Geographie|Langues etrangeres,Creativite / design|Organisation / gestion de projet|Programmation,Sciences|Communication / medias,Atelier / usine,Technique / ingenierie|Recherche / enseignement,FIC
syn-00157,D,3,5,2,1,Physique-Chimie|Sport,Travail en equipe|Programmation|Analyse de donnees / logique|Vente / negociation,Communication / medias|BTP / construction|Technologie / informatique,Atelier / usine,Commerce / relation client|Gestion / management,ICMP
syn-00158,D,4,2,4,2,Francais / Litterature|Langues etrangeres,Travail en equipe|Vente / negociation|Redaction / communication,Entrepreneuriat / business|Tourisme / hotellerie|Communication / medias|Droit / justice,Bureau,Gestion / management,DTJA
syn-00159,D,5,5,3,3,Sport|Physique-Chimie|Histoire-Geographie,Travail en equipe|Analyse de donnees / logique|Electronique / bricolage technique|Programmation,Technologie / informatique|Droit / justice,Laboratoire,Commerce / relation client,ESIIA
syn-00160,A1,4,3,5,5,SVT|Economie / Gestion|Physique-Chimie,Analyse de donnees / logique|Electronique / bricolage technique,Sante / social|Finance / comptabilite|Sciences,Terrain / exterieur,Creation / design,FIC
syn-00161,S,4,2,1,4,Sport|Mathematiques|Francais / Litterature,Travail en equipe|Analyse de donnees / logique|Redaction / communication|Electronique / bricolage technique,Art / design / audiovisuel|Finance / comptabilite|Agriculture / environnement,Bureau,Creation / design,ISAIA
syn-00162,A2,2,3,2,2,Economie / Gestion|Physique-Chimie,Vente / negociation|Organisation / gestion de projet,Finance / comptabilite|Entrepreneuriat / business,Mixte,Creation / design,CAA
syn-00163,S,5,3,3,2,Mathematiques|Economie / Gestion,Organisation / gestion de projet|Electronique / bricolage technique,Tourisme / hotellerie|Finance / comptabilite|Entrepreneuriat / business|Sciences,Atelier / usine,Creation / design|Technique / ingenierie,ISAIA
syn-00164,C,2,3,1,2,Sport|Physique-Chimie|Informatique / Technologie,Electronique / bricolage technique|Creativite / design|Travail en equipe|Programmation,BTP / construction|Sciences|Technologie / informatique,Mixte,Creation / design|Gestion / management,ESIIA
syn-00165,D,2,3,4,4,Francais / Litterature|Arts|SVT,Travail en equipe|Redaction / communication|Analyse de donnees / logique|Creativite / design,BTP / construction|Communication / medias|Sante / social|Droit / justice,Bureau,Entrepreneur / independant|Technique / ingenierie,IMTICIA
syn-00166,S,5,5,4,1,Economie / Gestion|Mathematiques|SVT,Vente / negociation|Organisation / gestion de projet|Programmation,Sciences|Sante / social,Mixte,Entrepreneur / independant|Commerce / relation client,PIP
syn-00167,D,2,2,2,3,Mathematiques|SVT|Arts,Travail en equipe|Creativite / design|Vente / negociation,Communication / medias|Sciences|Finance / comptabilite|Sante / social,Terrain / exterieur,Recherche / enseignement|Gestion / management,IMTICIA
syn-00168,L,1,4,3,4,Economie / Gestion|Langues etrangeres|Arts,Vente / negociation|Analyse de donnees / logique,Communication / medias|Entrepreneuriat / business|Tourisme / hotellerie|Art / design / audiovisuel,Atelier / usine,Technique / ingenierie,EMP
syn-00169,S,3,3,3,3,Histoire-Geographie|SVT|Physique-Chimie,Programmation|Vente / negociation,Sciences|BTP / construction|Agriculture / environnement|Communication / medias,Mixte,Commerce / relation client|Technique / ingenierie,IAA
syn-00170,Technique industrielle,3,3,5,3,Economie / Gestion|Histoire-Geographie|Langues etrangeres,Analyse de donnees / logique|Electronique / bricolage technique|Vente / negociation|Organisation / gestion de projet,BTP / construction|Droit / justice,Terrain / exterieur,Gestion / management|Recherche / enseignement,TEE
syn-00171,D,4,3,4,2,SVT|Francais / Litterature,Analyse de donnees / logique|Programmation|Electronique / bricolage technique|Vente / negociation,Agriculture / environnement|Sciences|Communication / medias,Terrain / exterieur,Gestion / management|Creation / design,IMTICIA
syn-00172,D,4,4,3,2,SVT|Mathematiques|Langues etrangeres,Travail en equipe|Programmation|Analyse de donnees / logique,Agriculture / environnement|Finance / comptabilite|Communication / medias|Tourisme / hotellerie,Bureau,Entrepreneur / independant,AEE
syn-00173,S,4,4,4,4,Sport|Langues etrangeres|Histoire-Geographie,Redaction / communication|Analyse de donnees / logique|Organisation / gestion de projet|Vente / negociation,Droit / justice|Technologie / informatique|Tourisme / hotellerie|Sante / social,Bureau,Entrepreneur / independant|Gestion / management,DTJA
syn-00174,D,3,4,2,4,Histoire-Geographie|Physique-Chimie,Electronique / bricolage technique|Travail en equipe|Analyse de donnees / logique,BTP / construction|Art / design / audiovisuel,Terrain / exterieur,Commerce / relation client|Creation / design,EMII
syn-00175,L,2,3,3,3,Sport|Mathematiques|Histoire-Geographie,Travail en equipe|Electronique / bricolage technique|Organisation / gestion de projet|Analyse de donnees / logique,Communication / medias|Tourisme / hotellerie,Bureau,Recherche / enseignement,TEE
syn-00176,D,2,2,3,3,Economie / Gestion|Langues etrangeres|Mathematiques,Organisation / gestion de projet|Creativite / design|Vente / negociation,Tourisme / hotellerie|Art / design / audiovisuel|Entrepreneuriat / business,Bureau,Entrepreneur / independant,CAA
syn-00177,A2,2,4,4,3,Sport|Arts|Francais / Litterature,Travail en equipe|Organisation / gestion de projet,BTP / construction|Art / design / audiovisuel|Communication / medias,Atelier / usine,Commerce / relation client,TEH
syn-00178,A1,2,4,4,4,Sport|Francais / Litterature|Histoire-Geographie,Electronique / bricolage technique|Programmation|Travail en equipe|Creativite / design,Agriculture / environnement|Sante / social|Communication / medias,Bureau,Gestion / management,EMP
syn-00179,D,3,3,2,2,Physique-Chimie|SVT|Informatique / Technologie,Electronique / bricolage technique|Programmation,Agriculture / environnement|Sante / social|Droit / justice|Finance / comptabilite,Atelier / usine,Technique / ingenierie,IAA
